Freshness_Level,MQ2_mean,MQ2_std,MQ2_slope,MQ3_mean,MQ3_std,MQ3_slope,MQ9_mean,MQ9_std,MQ9_slope,MQ135_mean,MQ135_std,MQ135_slope,MQ136_mean,MQ136_std,MQ136_slope,MQ138_mean,MQ138_std,MQ138_slope,Temperature_mean,Temperature_std,Temperature_slope,Humidity_mean,Humidity_std,Humidity_slope,MQ3_over_MQ2_end,MQ136_over_MQ138_end
Good,2.41925,0.013033195,0.001838462,22.92031667,0.205217583,-0.056348951,0.406966667,0.005348416,0.001227972,0.01,7.07E-05,7.69E-06,5.4731,0.040714637,-0.003932867,6.76635,0.030698982,0.004374126,30.025,0.142156018,0.03951049,80.08333333,1.440968039,0.402097902,9.279805845,0.795198174
Good,2.42975,0.018350318,0.004995105,22.75181667,0.134922613,-0.032042657,0.413408333,0.008975936,0.002535315,0.010058333,0.000103749,2.06E-05,5.477133333,0.044860679,0.006609091,6.799291667,0.056695392,0.014024825,30.15833333,0.132024829,0.031118881,81.58333333,1.037491633,0.29020979,9.202349386,0.804994833
Good,2.458741667,0.031820996,0.006967483,22.68085833,0.18946331,-0.014664685,0.427433333,0.01412311,0.003955944,0.010158333,0.000118732,2.76E-05,5.523583333,0.062865158,0.013383916,6.899708333,0.106465107,0.026584266,30.325,0.142156018,0.033916084,82.5,0.866025404,0.230769231,9.049842962,0.792253924
Good,2.481133333,0.031789158,0.005764336,22.5478,0.276882322,-0.046039161,0.439175,0.012494007,0.002959091,0.010233333,8.50E-05,1.61E-05,5.593175,0.081425765,0.019082168,7.01775,0.132691701,0.034094406,30.48333333,0.177169097,0.046153846,83.33333333,0.623609564,0.160839161,8.896257899,0.79311622
Good,2.500708333,0.023665955,0.001741608,22.41473333,0.28640186,-0.049285315,0.44465,0.006527825,-0.000820979,0.01025,8.66E-05,-1.12E-05,5.621766667,0.065642102,0.001272028,7.101675,0.073433951,0.01041014,30.63333333,0.11055416,0.029370629,84.08333333,0.862006703,0.22027972,8.874805812,0.783063413
Good,2.495741667,0.022354062,-0.001284266,22.26525833,0.136783926,-0.00204021,0.441533333,0.007067807,-0.001672028,0.010291667,0.000125554,1.01E-05,5.617725,0.070965556,-0.008694755,7.120608333,0.05787336,-0.003815734,30.74166667,0.08620067,0.019230769,84.83333333,0.799305254,0.188811189,9.007226075,0.779624226
Good,2.455841667,0.065451591,-0.016198951,22.12739167,0.228348522,-0.044185664,0.421316667,0.033538953,-0.007188811,0.010325,0.000147902,1.57E-05,5.503925,0.15507221,-0.034903147,7.006966667,0.18009474,-0.03965035,30.81666667,0.089752747,0.020979021,85.58333333,0.759202798,0.164335664,9.495623154,0.780415249
Good,2.3443,0.134094892,-0.037367133,21.86265,0.354114517,-0.093555944,0.372483333,0.064030004,-0.017376224,0.010383333,0.000121335,-2.80E-06,5.236183333,0.342869885,-0.093941259,6.661258333,0.451096999,-0.12323042,30.91666667,0.09860133,0.023076923,86.91666667,1.605113357,0.423076923,9.912525397,0.794712777
Good,2.252241667,0.099025009,-0.021948601,21.49006667,0.428762969,-0.104439161,0.3293,0.04864021,-0.010098601,0.010308333,0.000155233,-2.55E-05,4.974433333,0.271987335,-0.066081818,6.341833333,0.364501846,-0.08346014,31.10833333,0.225308431,0.05979021,88.16666667,1.462494065,0.370629371,9.372994107,0.773209379
Good,2.214483333,0.046398255,0.010462238,21.07289167,0.424649262,-0.108657692,0.319275,0.031194287,0.008106643,0.010216667,0.000162447,-3.01E-05,4.865091667,0.133209331,0.026191259,6.262516667,0.253106923,0.058246154,31.35833333,0.269129254,0.075174825,89.41666667,0.640095479,0.143356643,8.930256853,0.766208803
Good,2.262083333,0.049822666,0.013770629,20.68665,0.416847955,-0.10659021,0.355275,0.041018474,0.011670979,0.009883333,0.000512889,-0.000107692,5.0221,0.209273919,0.05745035,6.548766667,0.341347309,0.096837762,31.58333333,0.15184056,0.038461538,89.83333333,0.552770798,0.132867133,8.585127198,0.754395213
Good,2.323666667,0.056747854,0.014897902,20.30055833,0.332584589,-0.088575175,0.399633333,0.036012899,0.010169231,0.009325,0.000748471,-0.000195455,5.243533333,0.205600784,0.057246154,6.887525,0.256071755,0.072326224,31.66666667,0.074535599,0.004895105,90.58333333,0.759202798,0.164335664,8.276652766,0.767082253
Good,2.373625,0.059768193,0.009750699,20.0999,0.24771379,-0.04403007,0.39955,0.048472097,-0.006044755,0.008766667,0.000573488,-0.000126573,5.401375,0.117996809,0.023135315,7.1033,0.143505279,0.033009091,31.63333333,0.149071198,-0.018881119,91.16666667,0.897527468,0.188811189,8.490124513,0.756911871
Good,2.383483333,0.050728687,-0.00633007,19.90296667,0.243404753,-0.041744056,0.386191667,0.052361348,-0.009552098,0.008525,0.000163936,1.50E-05,5.437991667,0.08498869,-0.008563287,7.134291667,0.106961383,-0.013668881,31.6,0.158113883,-0.004195804,91.66666667,0.623609564,0.027972028,8.300303461,0.770204203
Good,2.382483333,0.047864493,-0.004231469,19.84825833,0.179590458,-0.032120629,0.369391667,0.038562276,0.002715734,0.008666667,0.000252763,6.01E-05,5.423975,0.075656957,-0.007652797,7.089716667,0.112422891,-0.025093007,31.65,0.180277564,0.027972028,91.5,0.645497224,-0.06993007,8.290462666,0.778489171
Good,2.390666667,0.041401114,0.011828671,19.83443333,0.140297008,0.03361049,0.389241667,0.025230783,0.007127622,0.009025,0.000389711,0.000106643,5.392,0.03684585,0.003086713,7.009725,0.031123574,-0.005377273,31.74166667,0.132024829,0.031818182,91.16666667,0.552770798,-0.132867133,8.158973731,0.775108857
Good,2.430975,0.034728833,0.009638811,19.96948333,0.149988165,0.042328671,0.4138,0.01950047,0.005474825,0.009583333,0.000616216,0.000175524,5.4076,0.026912141,0.001152448,6.990991667,0.027023029,-0.006411538,31.84166667,0.064009548,0.014335664,90.58333333,0.493006649,-0.122377622,8.192343601,0.775862565
Good,2.467433333,0.02977234,0.006877622,20.16094167,0.212255807,0.04651993,0.432375,0.012544064,0.003397552,0.010141667,0.000515523,0.000134615,5.401891667,0.046679554,0.002933916,6.981858333,0.050986215,0.000880769,31.875,0.04330127,0.009440559,90.25,0.433012702,-0.094405594,8.153616158,0.776608373
Good,2.470308333,0.02665547,-0.001975874,20.21546667,0.178663274,0.00835035,0.431766667,0.014436201,-0.002406993,0.01035,0.000269258,-2.03E-05,5.363475,0.085177678,-0.018538112,6.927008333,0.095828949,-0.018873776,31.9,7.11E-15,7.23E-16,90.16666667,0.372677996,0.06993007,8.269895907,0.772832789
Good,2.44565,0.048954324,-0.012561538,20.12095833,0.28460011,-0.064348601,0.423041667,0.017718609,-0.004477972,0.010116667,0.000411974,-0.000115385,5.290525,0.095470215,-0.022918531,6.857358333,0.112693637,-0.027404545,31.9,7.11E-15,7.23E-16,90.5,0.5,0.125874126,8.310261206,0.770240342
Good,2.39635,0.045167033,-0.012353846,19.85623333,0.271790552,-0.069486014,0.405833333,0.012443428,-0.003121678,0.009733333,0.000300925,-7.97E-05,5.195783333,0.073778236,-0.019924476,6.763608333,0.054299869,-0.014664685,31.9,7.11E-15,7.23E-16,90.83333333,0.372677996,0.06993007,8.338965105,0.758561129
Good,2.358233333,0.032798687,-0.007692308,19.65446667,0.192351711,-0.037602098,0.395225,0.011822234,-0.003273077,0.009475,0.000129904,-3.32E-05,5.1201,0.07486165,-0.020716084,6.707708333,0.052535043,-0.014596154,31.9,7.11E-15,7.23E-16,91,0,2.37E-15,8.435568129,0.756046743
Good,2.338966667,0.01833809,-0.001317483,19.57429167,0.131357378,0.007879371,0.383408333,0.009574311,-0.00258007,0.009375,8.29E-05,-1.50E-05,5.045625,0.063855959,-0.017005245,6.64115,0.065313673,-0.018344755,31.9,7.11E-15,7.23E-16,91,0,2.37E-15,8.412107543,0.764605759
Good,2.343516667,0.021270239,0.003186713,19.66095,0.176145359,0.035447552,0.3777,0.006314006,-0.000953147,0.009358333,4.93E-05,5.24E-06,4.99715,0.040272644,-0.008633566,6.586566667,0.049271092,-0.013033566,31.9,7.11E-15,7.23E-16,91,0,2.37E-15,8.407012192,0.754929923
Good,2.334641667,0.030450491,-0.003336014,19.71400833,0.152713269,0.016326923,0.365383333,0.016217831,-0.003497203,0.0094,1.00E-04,1.47E-05,4.936066667,0.071930016,-0.016297203,6.49995,0.0908634,-0.022952448,31.875,0.04330127,-0.008741259,91.33333333,0.471404521,0.111888112,8.657088626,0.756472402
Good,2.306558333,0.049173086,-0.013496154,19.6939,0.142099812,-0.037975524,0.35225,0.020093345,-0.005204196,0.009391667,0.000103749,-1.43E-05,4.854033333,0.106393729,-0.028598601,6.396233333,0.128524163,-0.0361,31.85,0.05,-0.008391608,91.66666667,0.471404521,0.111888112,8.665582821,0.757770357
Good,2.261791667,0.038746494,-0.01016049,19.54153333,0.163167799,-0.04242028,0.335183333,0.012163116,-0.002761538,0.009341667,0.000132025,-2.76E-05,4.752583333,0.091859465,-0.024597203,6.269516667,0.102929222,-0.028432168,31.84166667,0.049300665,0.006643357,92,0,3.37E-15,8.709713665,0.753373753
Good,2.228233333,0.018626385,-0.004885315,19.40331667,0.147674455,-0.025827972,0.326016667,0.006532079,-0.001652448,0.009325,0.000108972,1.71E-05,4.663358333,0.06586049,-0.017772378,6.157041667,0.08655466,-0.024579371,31.85833333,0.049300665,0.007342657,92,0,3.37E-15,8.784530632,0.762174744
Good,2.200758333,0.027534538,-0.007171678,19.28599167,0.158189973,-0.02336958,0.315633333,0.010150315,-0.002745455,0.0094,0.000158114,3.78E-05,4.577066667,0.083211511,-0.023367832,6.029008333,0.130300438,-0.036965385,31.86666667,0.047140452,-0.002797203,92,0,3.37E-15,8.884710374,0.770064851
Good,2.163325,0.040190673,-0.011023427,19.1633,0.189835416,-0.03381049,0.30305,0.013440207,-0.003848252,0.009466667,0.000117851,1.12E-05,4.477183333,0.092010016,-0.025713287,5.880041667,0.142852666,-0.04083951,31.85833333,0.049300665,-0.003846154,92,0,3.37E-15,9.041184523,0.768600407
Good,2.125558333,0.03440488,-0.009011538,19.03450833,0.164994851,-0.034266084,0.290216667,0.009911848,-0.002663636,0.009475,0.000108972,-4.55E-06,4.386766667,0.069519773,-0.019117483,5.739516667,0.106656136,-0.029884615,31.84166667,0.049300665,-0.003146853,92,0,3.37E-15,8.972199815,0.763944524
Good,2.093291667,0.024588224,-0.00495979,18.9134,0.167259913,-0.018532168,0.280691667,0.005909097,-0.001576573,0.009491667,0.000149768,1.99E-05,4.312008333,0.051913878,-0.014326923,5.618091667,0.097405206,-0.02728986,31.85833333,0.049300665,0.006643357,92,0,3.37E-15,9.122182507,0.777121187
Good,2.056908333,0.040790143,-0.009992657,18.73725833,0.22890796,-0.047754895,0.272775,0.007304921,-0.001965385,0.009516667,0.000157233,1.12E-05,4.255025,0.054438698,-0.014701049,5.505183333,0.108992865,-0.030427972,31.86666667,0.047140452,0.006993007,92.25,0.433012702,0.094405594,9.234443773,0.78131911
Good,2.032725,0.033482984,-0.005511538,18.66191667,0.220796855,-0.011068531,0.265683333,0.006505617,-0.001813986,0.009516667,0.000157233,-1.12E-05,4.204458333,0.04147038,-0.010568881,5.4094,0.080675626,-0.020997203,31.89166667,0.02763854,0.00034965,92.41666667,0.493006649,0.052447552,9.264875045,0.783315974
Good,2.034375,0.040254547,0.008275175,18.69339167,0.233615273,0.05194021,0.263616667,0.00818615,0.000722378,0.009483333,0.000121335,-9.09E-06,4.184508333,0.041051522,-0.000661888,5.362291667,0.055618649,-0.00263042,31.90833333,0.049300665,0.01013986,92.58333333,0.493006649,-0.045454545,8.960773295,0.776603151
Good,2.076608333,0.06133151,0.014528322,18.82015833,0.291418632,0.033446503,0.276466667,0.019957135,0.005100699,0.00945,0.000111803,-2.10E-06,4.231108333,0.086261071,0.019237413,5.4546,0.155322755,0.035742657,31.95,0.05,0.012587413,92.33333333,0.471404521,-0.083916084,8.797326982,0.765441847
Good,2.149491667,0.07912795,0.020552797,19.12926667,0.430258069,0.091954545,0.293575,0.020106182,0.005248601,0.00945,0.000111803,2.10E-06,4.302566667,0.093108604,0.023257343,5.59175,0.176707878,0.046597203,31.98333333,0.0372678,0.006993007,92.16666667,0.372677996,-0.06993007,8.732009041,0.763165141
Good,2.228066667,0.104829849,0.025272727,19.30539167,0.480631389,0.089394755,0.332316667,0.042894791,0.010467133,0.00945,0.000132288,1.54E-05,4.455225,0.168599452,0.042093357,5.85155,0.251418603,0.063788811,32.025,0.04330127,0.009440559,92,0,3.37E-15,8.098054408,0.75063847
Good,2.345175,0.122822725,0.03158007,19.72526667,0.417414539,0.078983916,0.367833333,0.04774333,0.011905594,0.009558333,0.00019773,3.81E-05,4.628766667,0.216700132,0.059786713,6.136675,0.339731652,0.094387762,32.05833333,0.049300665,0.012237762,92,0,3.37E-15,8.170802626,0.744016633
Good,2.388608333,0.101024126,0.009309441,19.8189,0.412883559,0.07021958,0.38085,0.035297344,-0.00369021,0.009633333,0.000179505,2.45E-05,4.696858333,0.152236064,-0.00388007,6.269308333,0.22997071,0.006044406,32.10833333,0.049300665,0.010839161,92,0,3.37E-15,8.603744146,0.750217217
Good,2.3804,0.087843004,-0.023359441,19.877725,0.339835698,-0.060164685,0.3619,0.037426328,-0.009830769,0.009758333,0.000144097,1.08E-05,4.626633333,0.177799083,-0.048321678,6.194825,0.255074901,-0.068786364,32.15833333,0.064009548,0.015734266,92,0,3.37E-15,8.396819202,0.744660129
Good,2.341483333,0.051609396,-0.002061538,19.79580833,0.270512629,-0.012052797,0.342675,0.016850674,-0.000138811,0.009883333,0.000230338,5.66E-05,4.52495,0.076645934,-0.006656643,6.0614,0.126155935,-0.00809021,32.03333333,0.224845626,-0.046853147,92.33333333,0.623609564,0.090909091,8.407012192,0.739126856
Good,2.332233333,0.042676151,0.005353846,19.84999167,0.297819001,0.03989965,0.3381,0.012192757,0.001076923,0.00995,0.000193649,9.79E-06,4.501225,0.057225157,0.006276573,6.035491667,0.093979523,0.016176573,31.85,0.275378527,-0.072727273,92.75,0.721687836,0.122377622,8.629454698,0.740360795
Good,2.350816667,0.02318573,-0.003793706,20.176475,0.326981661,0.079375874,0.335625,0.013450906,-0.003779371,0.010008333,0.000170579,-4.55E-06,4.499866667,0.068815555,-0.016347552,6.033441667,0.111159079,-0.02686049,31.66666667,0.074535599,-0.007692308,93,0.577350269,-0.055944056,8.843709743,0.756883734
Good,2.333983333,0.040586591,-0.00361049,20.5402,0.468474005,0.107567832,0.318158333,0.01595052,-0.004559091,0.009641667,0.000449923,-9.20E-05,4.456491667,0.060739752,-0.012556294,5.942258333,0.118528889,-0.030662587,31.65,0.064549722,0.007692308,92.91666667,0.493006649,-0.073426573,9.074202435,0.758857513
Good,2.304158333,0.056619247,-0.011014336,20.61661667,0.436225748,-0.038999301,0.308016667,0.011011724,-0.001495105,0.009391667,0.00045909,-9.90E-05,4.407566667,0.051085163,-0.008333566,5.819341667,0.109775866,-0.024931818,31.75,0.16583124,0.032867133,92.58333333,0.493006649,-0.087412587,8.843258648,0.760587981
Good,2.284716667,0.053117932,-0.003283916,20.436575,0.508497891,-0.102805245,0.311033333,0.015314826,0.003857343,0.0091,1.00E-04,1.33E-05,4.416625,0.048254328,0.005517832,5.8215,0.10141079,0.011106294,31.96666667,0.300924501,0.081818182,92.16666667,0.687184271,-0.174825175,8.585127198,0.746512594
Good,2.324066667,0.087069276,0.020039161,20.39208333,0.401824997,0.057177622,0.3224,0.017307272,0.00317972,0.0093,0.000316228,6.36E-05,4.4476,0.076771001,0.015028671,5.887908333,0.160143875,0.036594056,32.225,0.271185668,0.07027972,92,0.577350269,-0.013986014,8.743110068,0.753202493
Good,2.3866,0.082364019,0.019020979,20.68923333,0.507582124,0.136222378,0.333133333,0.013556815,0.001188811,0.009683333,0.000506349,0.000134965,4.481141667,0.062117905,0.000416434,5.968833333,0.104913769,0.00383007,32.25,0.221735578,-0.03986014,92.41666667,0.953793595,0.22027972,8.589850313,0.748378494
Good,2.478358333,0.071506625,0.016103846,21.25586667,0.475853175,0.121765734,0.349116667,0.023811581,0.005179021,0.010058333,0.000368462,8.36E-05,4.530058333,0.094882475,0.012208741,6.062391667,0.155972773,0.020278671,32.09166667,0.27220805,-0.070979021,93.16666667,0.799305254,0.174825175,8.452079631,0.738118226
Good,2.549725,0.103817212,0.027880769,21.67070833,0.504831654,0.124325524,0.377125,0.034751694,0.010020629,0.010275,4.33E-05,1.05E-06,4.604708333,0.153187105,0.038219231,6.19745,0.257454282,0.067097203,31.86666667,0.124721913,-0.027272727,93.41666667,0.493006649,-0.059440559,8.194312277,0.731018881
Good,2.572125,0.081939125,-0.001368182,21.05730833,1.264715831,-0.252184266,0.426708333,0.047385414,0.013527622,0.010208333,0.000125554,-2.20E-05,4.76195,0.205077524,0.049259441,6.413666667,0.271772121,0.061927972,31.99166667,0.275252409,0.058391608,92.58333333,1.381926996,-0.346153846,7.571903084,0.750202675
Good,2.568891667,0.078692317,-0.008562587,20.36946667,1.241959496,-0.250935664,0.453175,0.035998058,0.004405245,0.010191667,0.000118732,-6.64E-06,4.925741667,0.21429796,0.048538811,6.628525,0.26307007,0.057689161,32.25833333,0.377399729,0.102447552,91.08333333,1.705790791,-0.465034965,7.908384781,0.737258439
Good,2.517883333,0.037252893,-0.000744755,19.67595833,0.294965454,0.079548601,0.452366667,0.036453837,-0.008181818,0.010183333,0.000114261,2.03E-05,4.992808333,0.150749436,0.00396958,6.723325,0.191064091,0.022016434,32.58333333,0.195078332,0.051748252,89.75,1.16368667,-0.269230769,7.967492564,0.73339805
Good,2.537041667,0.039883172,0.002143706,19.92256667,0.194117054,0.047952448,0.447491667,0.035134253,0.002012937,0.0103,0.000122474,2.59E-05,5.0799,0.136822391,0.012086014,6.836266667,0.11300998,0.012362238,32.73333333,0.084983659,0.018181818,89.16666667,0.372677996,-0.006993007,7.672608093,0.756127814
Good,2.554633333,0.052366232,0.013835664,19.9694,0.141983925,-0.014979021,0.466208333,0.04409878,0.012074476,0.010383333,0.000140436,3.22E-05,5.193516667,0.216627702,0.061018182,6.945416667,0.192945264,0.054148252,32.79166667,0.064009548,0.008741259,89.16666667,0.372677996,0.041958042,7.561595706,0.761172386
Good,2.58605,0.030541297,0.003804895,20.07276667,0.260484834,0.035379021,0.477483333,0.035642387,-0.002711888,0.010475,0.000129904,1.99E-05,5.305,0.133950831,0.009453846,7.061525,0.124379387,0.016544406,32.79166667,0.08620067,-0.009440559,89.83333333,1.067187373,0.237762238,8.010344959,0.73905695
Good,2.595341667,0.024893053,-0.000231119,20.43588333,0.692003049,0.177702098,0.469308333,0.03645832,-0.007692657,0.010533333,0.000110554,2.03E-05,5.27885,0.149914968,-0.038998601,7.092375,0.087316504,-0.017724825,32.54166667,0.419242041,-0.09965035,90.91666667,1.705790791,0.367132867,8.499027271,0.717256789
Good,2.59425,0.020955727,0.00071958,21.739425,1.570214077,0.432638811,0.473991667,0.044107302,0.009170979,0.010633333,0.000143372,2.94E-05,4.992208333,0.313347205,-0.085314336,6.794741667,0.38068848,-0.095989161,31.23333333,1.740370331,-0.466433566,89.5,3.640054945,-0.748251748,9.637006639,0.726388206
Good,2.53955,0.0829127,-0.01898951,23.406675,1.799045696,0.50843951,0.51505,0.05493594,0.014918182,0.010483333,0.00038478,-6.99E-05,4.868608333,0.449117233,-0.013091259,6.644708333,0.527341734,-0.031116434,29.425,2.025308618,-0.56958042,85.16666667,6.175669105,-1.769230769,10.56388196,0.767277802
Good,2.441041667,0.127678316,-0.034765385,23.94585833,1.169807735,-0.094494056,0.549433333,0.026235229,0.003458741,0.010691667,0.000630421,4.23E-05,4.75965,0.426102426,0.030634266,6.471216667,0.463428662,0.033541259,27.49166667,1.17718473,-0.326923077,75.16666667,10.55804064,-2.391608392,9.719522511,0.728548497
Good,2.340208333,0.067102788,-0.014921329,23.381275,1.447166215,-0.378952797,0.551575,0.021701272,-0.004609441,0.0109,0.00072111,0.000145455,4.781991667,0.417035113,-0.020784266,6.56125,0.442369179,0.002133566,26.86666667,0.729535621,-0.013286713,71.41666667,8.025566785,-0.276223776,9.460557244,0.698494097
Good,2.308908333,0.037157849,0.004633916,22.03336667,0.723231681,-0.192759441,0.537225,0.014783275,-0.00236958,0.011508333,0.000457271,8.36E-05,4.505966667,0.354237487,-0.092476923,6.521166667,0.151714223,-0.004162238,27.58333333,1.492108873,0.398601399,71,7.670288999,1.86013986,8.939320796,0.607014524
Good,2.338508333,0.041920271,0.011226923,21.36798333,0.550577427,-0.153123077,0.538725,0.0145612,0.002531119,0.011883333,0.000423937,0.000117483,4.267033333,0.298733017,-0.068551049,6.603491667,0.161876385,0.027658392,28.78333333,1.378304111,0.354545455,76.58333333,2.396467307,0.667832168,8.59584372,0.601985126
Good,2.389241667,0.056360262,0.015578671,20.87621667,0.302618326,-0.080982517,0.553491667,0.021230224,0.006124126,0.01225,0.000304138,7.34E-05,4.105058333,0.125035985,0.009735315,6.730191667,0.216581349,0.05781993,29.78333333,0.293919868,0.072727273,79,1.914854216,0.545454545,8.277275271,0.598211629
Good,2.460925,0.072715234,0.020513636,20.63274167,0.136304527,-0.02881014,0.577591667,0.020105657,0.005794056,0.012466667,0.000184089,3.01E-05,4.179725,0.133780331,0.032025524,6.954616667,0.256804293,0.061822378,30.10833333,0.262863505,0.072377622,80.91666667,1.497683396,0.423076923,7.933518216,0.601717798
Good,2.526741667,0.066216985,0.016495455,20.47909167,0.20372923,-0.033253497,0.599025,0.018331263,0.005189161,0.012566667,0.000124722,1.89E-05,4.304825,0.156488509,0.039922727,7.071341667,0.218471594,0.028686364,30.375,0.271185668,0.075874126,82.33333333,1.178511302,0.314685315,7.833188666,0.644224637
Good,2.560291667,0.031928839,0.000435315,20.23193333,0.349553809,-0.08941958,0.612425,0.009484472,0.002173077,0.012691667,0.000175396,4.23E-05,4.494258333,0.206080043,0.056211538,7.145825,0.169860061,0.002923427,30.64166667,0.170579079,0.047202797,83.33333333,0.849836586,0.174825175,7.72704181,0.671307917
Good,2.580975,0.036036281,0.002878671,20.03246667,0.293869252,-0.051942657,0.622008333,0.006069522,0.001303846,0.012925,0.000261805,7.10E-05,4.69905,0.19854707,0.056101399,7.1661,0.089118199,0.012888811,30.8,0.122474487,0.033566434,84.08333333,0.862006703,0.157342657,7.59245967,0.688587793
Good,2.590641667,0.049283575,0.008503147,19.848675,0.214199176,-0.003952797,0.6237,0.006711557,0.000964336,0.013125,0.000234965,4.51E-05,4.891008333,0.135854956,0.038261888,7.217791667,0.073032886,0.01369965,30.925,0.101036297,0.026223776,84.83333333,0.986013297,0.223776224,7.475532503,0.6996
Good,2.634,0.054116664,0.008492308,19.93666667,0.237510317,0.020523776,0.628333333,0.005425147,0.000309091,0.013233333,0.000164992,-6.29E-06,4.960591667,0.072895524,0.00366958,7.183275,0.130461822,-0.02467028,31.04166667,0.118731724,0.032517483,85.75,1.010362971,0.269230769,7.567475228,0.705248065
Good,2.648891667,0.050185497,0.004522028,19.923275,0.245980542,0.01391014,0.625583333,0.006198633,-0.000248252,0.013275,0.000208666,1.85E-05,5.050725,0.1265363,0.020016434,7.219991667,0.160636237,0.009981469,31.14166667,0.103749163,0.026223776,86.83333333,0.986013297,0.272727273,7.488047582,0.714540179
Good,2.653933333,0.036090796,-0.007259441,19.93599167,0.184364433,-0.036958392,0.622433333,0.007710959,-0.00193007,0.0133,0.000219848,1.05E-05,5.160675,0.189341786,0.048642308,7.1908,0.164321671,0.010388811,31.20833333,0.049300665,0.006643357,87.66666667,0.745355992,0.188811189,7.585432552,0.757853786
Good,2.644083333,0.026293308,-0.000595105,19.84121667,0.146696801,-0.006245455,0.615308333,0.006569051,-0.001492657,0.013366667,0.000228522,-5.59E-06,5.424508333,0.243157444,0.065687063,7.388358333,0.218519482,0.032331818,31.21666667,0.0372678,-0.002797203,88.08333333,0.276385399,0.01048951,7.488047582,0.757147028
Good,2.651675,0.030459567,0.004161189,19.86813333,0.14703128,0.01526993,0.613841667,0.006221664,-0.000278671,0.013308333,0.000225308,-2.97E-05,5.61535,0.191869454,0.044973427,7.443066667,0.223854113,0.03308042,31.225,0.04330127,0.002447552,88.33333333,0.471404521,0.062937063,7.506168619,0.773254166
Good,2.676591667,0.027269839,0.005549301,19.94235833,0.145767237,0.025168182,0.617616667,0.008295464,0.001511189,0.013358333,0.000189113,1.75E-06,5.722191667,0.063315065,-0.00558986,7.508775,0.141585234,-0.033605944,31.275,0.08291562,0.020629371,88.58333333,0.493006649,0.108391608,7.408581537,0.769826597
Good,2.686366667,0.020692403,-0.000556643,19.97589167,0.102178141,-0.012521329,0.620325,0.006760316,-2.34E-05,0.013075,0.000501871,-8.15E-05,5.724458333,0.071923298,-0.002475175,7.415616667,0.126905344,-0.019834965,31.33333333,0.074535599,0.014685315,88.91666667,0.276385399,0.024475524,7.463629184,0.781788911
Good,2.68965,0.019447301,-0.001609091,19.96920833,0.116777612,-0.008213636,0.621158333,0.00554218,-0.000803846,0.013041667,0.000504081,-4.86E-05,5.633591667,0.129189812,-0.020377273,7.244525,0.202712609,-0.039101748,31.375,0.04330127,0.001748252,89.16666667,0.372677996,0.055944056,7.45153004,0.780393101
Good,2.684258333,0.027652349,-0.00014021,19.99645,0.133058812,0.023623776,0.608433333,0.024212371,-0.00433986,0.012933333,0.000447834,6.64E-05,5.537633333,0.190325346,-0.041612587,7.077033333,0.266236966,-0.058979021,31.38333333,0.0372678,0.003496503,89.41666667,0.493006649,0.087412587,7.666603087,0.785138488
Good,2.606116667,0.127261455,-0.030194406,20.03135833,0.220710132,0.002610839,0.559091667,0.068033919,-0.018280769,0.013241667,0.000266015,5.28E-05,5.273416667,0.263280392,-0.066048951,6.782966667,0.264331015,-0.063609091,31.325,0.092421138,-0.018531469,89.33333333,0.623609564,-0.083916084,8.430880565,0.756313327
Good,2.484375,0.162359519,-0.044161189,19.95115833,0.29700834,-0.048570979,0.494741667,0.072060154,-0.019867483,0.013616667,0.000493007,0.000132168,5.062725,0.263625274,-0.069094755,6.518133333,0.308926284,-0.084953147,31.44166667,0.246503324,0.042307692,89.08333333,0.640095479,-0.115384615,8.494715952,0.790175485
Good,2.385358333,0.076540452,-0.007401748,19.78945833,0.293851951,-0.04721014,0.449308333,0.023882087,-0.002375874,0.013825,0.000358527,4.23E-05,4.933183333,0.099521596,0.00516014,6.300166667,0.152381502,-0.032517483,31.69166667,0.407141117,0.113636364,88.58333333,0.493006649,-0.066433566,8.037660844,0.813035393
Good,2.384616667,0.056736229,0.015341259,19.601375,0.191932541,-0.027996154,0.451091667,0.023067526,0.005792657,0.013608333,0.000711171,-0.00016958,5.017808333,0.155372871,0.040176573,6.26175,0.108443476,0.016356643,32.025,0.245373864,0.06048951,88.66666667,0.623609564,0.041958042,7.90329159,0.818122055
Good,2.453783333,0.06242801,0.017448252,19.40525,0.29047101,-0.068698601,0.480208333,0.027949701,0.007722028,0.0132,0.000594418,-9.44E-05,5.195608333,0.184531738,0.048986364,6.345075,0.136088746,0.031974476,32.05,0.221735578,-0.043356643,89,0.816496581,0.195804196,7.390582256,0.845096256
Good,2.524766667,0.0670889,0.018811189,19.20994167,0.286970688,-0.051172378,0.506308333,0.024132463,0.006258392,0.013266667,0.000677413,0.000124476,5.442533333,0.247660434,0.06589021,6.531591667,0.202105177,0.049654196,32,0.223606798,-0.025174825,89.66666667,0.745355992,0.181818182,7.433248591,0.846578123
Good,2.572691667,0.035631808,0.006970979,19.27604167,0.352293226,0.058367483,0.518291667,0.010662431,-0.000155594,0.013575,0.000505181,9.13E-05,5.582,0.18075855,0.02933986,6.615091667,0.165593893,0.019987063,31.725,0.31391347,-0.054895105,90.25,0.595119036,0.143356643,7.690078945,0.84380101
